model_code,sku,productidweb,category_code,brand,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Dày,Khối lượng máy,Bộ nhớ,Hệ điều hành,Hỗ trợ mainboard,Chất liệu thân vỏ,Hỗ trợ ổ cứng tối đa,Phụ kiện đi kèm,Đèn LED,Tản nhiệt nước,Tản nhiệt CPU,Tốc độ (RPM),Cổng kết nối,Cổng giao tiếp,Wifi,Thẻ nhớ,Webcam,Tính năng khác,Ổ đĩa quang,Rộng,Nguồn điện,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,Số nhân,Bộ nhớ đệm,Socket,Chipset,RAM,Loại RAM,Số khe RAM,Hỗ trợ RAM tối đa,Tản nhiệt RAM,Ổ cứng,Chuẩn kết nối ổ cứng,Khe cắm mở rộng,Màn hình cảm ứng,Thiết kế card,Công nghệ âm thanh,Model Mainboard,Form Factor,Socket (mainboard),Loại RAM mainboard,Số khe RAM mainboard,Tốc độ Bus RAM mainboard,Hỗ trợ RAM tối đa/mainboard,Hỗ trợ khe cắm SSD M.2/HDD,Số khe cắm mở rộng,Cổng I/O mặt sau,Kết nối Internet,Card đồ hoạ onboard,Model GPU,Chip đồ họa (GPU),Bus bộ nhớ,Chuẩn giao tiếp,Bộ nguồn đề xuất,Hỗ trợ OC,Yêu cầu cấp nguồn trực tiếp,Cổng xuất hình ảnh,Số lượng quạt,Loại Case,giá gốc,giá khuyến mãi,khuyến mãi quà
171667,3643563000392,332601,72,Asus,2024,Không có,Không có,Không có,393,176,7,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,1x LAN (RJ45) | 1 x Headphone | 1 x VGA (D-sub) | 2 x USB 3.2 | 1 x Mic-in | 2 x PS2 | 1 x HDMI 1.4 | 1 x DisplayPort 1.4 | 1 x Line-in | 2 x USB 2.0,,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.2,Không có,Không,Đi kèm chuột & bàn phím,Không,385,500 W,Intel Core i7 Raptor Lake,13700,2.10 GHz,5.20 GHz,,Không,Không,Intel B760,16 GB,DDR4 U-DIMM,2 khe,64 GB,Không,SSD 512 GB,M.2 2280 NVMe PCIe 4.0,1 x SSD M.2 2280,Không,Hãng không công bố,Không có,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171666,3643563000391,332600,72,Asus,2024,Không có,Không có,Không có,385,176,7,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,1 x USB 2.0 | 1x LAN (RJ45) | 1 x Headphone | 1 x VGA (D-sub) | 2 x USB 3.2 | 1 x Mic-in | 2 x PS2 | 1 x HDMI 1.4 | 1 x Line-in,,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.2,Không có,Không,Đi kèm chuột & bàn phím,Không,393,300 W,Intel Core i5 Raptor Lake,13500,2.50 GHz,4.80 GHz,,Không,Không,Intel B760,8 GB,DDR4 U-DIMM,2 khe,64 GB,Không,SSD 256 GB,M.2 2280 NVMe PCIe 4.0,1 x M.2,Không,Hãng không công bố,Không có,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171665,3643563000390,332599,72,Asus,2024,,Không có,Không có,339,94,5,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,1x LAN (RJ45) | 1 x Headphone | 1 x VGA (D-sub) | 4 x USB 2.0 | 1 x Mic-in | 2 x PS2 | 1 x HDMI 1.4 | 1 x Line-in,,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.2,Không có,Không,Đi kèm chuột & bàn phím,Không,292,300 W,Intel Core i5 Raptor Lake,13500,2.50 GHz,4.80 GHz,,Không,Không,Intel B760,8 GB,DDR4,2 khe,64 GB,Không,SSD 256 GB,M.2 2280 NVMe PCIe 4.0,1 x M.2,Không,Hãng không công bố,High Definition 7.1 Channel Audio,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171664,3643563000389,332598,72,Asus,2024,,Không có,Không có,339,94,5,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,1x LAN (RJ45) | 1 x Headphone | 1 x VGA (D-sub) | 4 x USB 2.0 | 1 x Mic-in | 2 x PS2 | 1 x HDMI 1.4 | 1 x Line-in,,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.2,Không có,Không,Đi kèm chuột & bàn phím,Không,292,300 W,Intel Core i5 Raptor Lake,13500,2.50 GHz,4.80 GHz,,Không,Không,Intel B760,16 GB,DDR4 U-DIMM,2 khe,64 GB,Không,SSD 512 GB,M.2 2280 NVMe PCIe 4.0,1 x M.2,Không,Hãng không công bố,High Definition 7.1 Channel Audio,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171663,3643563000388,332597,72,Asus,2024,Màn hình Wide View,21.45 inch,Full HD (1920 x 1080),493,165,4,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,,1 x LAN (RJ45) | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | 2 x USB 2.0 | 3 x USB 3.2 | HDMI 1.4,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.3,Không có,Camera 720p,Đi kèm chuột & bàn phím không dây,Không,395,90 W,Intel Core i3 Alder Lake,1215U,1.20 GHz,4.4 GHz,,Không,Không,Hãng không công bố,8 GB,DDR4 SO-DIMM,2 khe,Không,Không,SSD 512 GB,M.2 NVMe PCIe 3.0,1x 2.5'' 7mm SATA,Không,Card đồ hoạ tích hợp,SonicMaster,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171662,3643563000387,332596,72,Asus,2024,Màn hình Wide View,21.45 inch,Full HD (1920 x 1080),493,165,4,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,,1 x LAN (RJ45) | Jack 3.5 mm | 1 x USB 3.2 Gen 1 Type-C | 2 x USB 2.0 | 3 x USB 3.2 | HDMI 1.4,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.3,Không có,Camera 720p,Đi kèm chuột & bàn phím không dây,Không,395,90 W,Intel Core i5 Alder Lake,1235U,1.30 GHz,4.4 GHz,,Không,Không,Hãng không công bố,8 GB,DDR4 SO-DIMM,2 khe,Không,Không,SSD 512 GB,M.2 NVMe PCIe 3.0,1x 2.5'' 7mm SATA,Không,Card đồ hoạ tích hợp,SonicMaster,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171620,3643563000386,332012,72,Singpc,2024,,Không có,Không có,410,137,4,Không,Windows 11 Pro,,,,Không,Không,Không,Không,Không,1 x HDMI | 1 x DVI-D | 1 x PS/2 Keyboard | 1 x PS/2 Mouse | 4 x USB 3.2 | 1x LAN (RJ45) | 3 x Audio jacks | 2 x USB 2.0,,Wi-Fi 6 (2x2) 802.11 b/g/n/ac/ax | Bluetooth 5.2,Không có,,,Không,317,550 W,AMD Ryzen 3,3200G,3.60 GHz,4.0 GHz,,Không,Không,Hãng không công bố,8 GB,DDR4,2 khe,64 GB,Không,SSD 256 GB M.2 NVMe,,,Không,Card đồ hoạ tích hợp,Realtek ALC887/897 7.1 Surround Sound CODEC HD Audio,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171619,3643563000385,332010,72,Singpc,2024,Không có,Không có,Không có,373,160,6,Không,Windows 11 Pro,,,,Không,Không,Không,Không,Không,1 x HDMI | 1x LAN (RJ45) | 3 x Audio jacks | 4 x USB 2.0 | 2 x USB 3.2,,Wi-Fi 6 (2x2) 802.11 b/g/n/ac/ax | Bluetooth 5.2,Không có,,,Không,302,550 W,Intel Core i5 Raptor Lake,13400,2.50 GHz,4.6 GHz,,Không,Không,Hãng không công bố,16 GB,DDR4,2 khe,64 GB,Không,512 GB SSD M.2 NVMe,,1 x SATA 3,Không,Card đồ hoạ tích hợp,Realtek ALC897,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171618,3643563000384,332009,72,Singpc,2024,,Không có,Không có,317,137,4,Không,Windows 11 Pro,,,,Không,Không,Không,Không,Không,1 x HDMI | 1x LAN (RJ45) | 3 x Audio jacks | 4 x USB 2.0 | 2 x USB 3.2,,Wi-Fi 6 (2x2) 802.11 b/g/n/ac/ax | Bluetooth 5.2,Không có,Không,Đi kèm chuột & bàn phím,Không,410,550 W,Intel Core i3 Raptor Lake,13100,3.40 GHz,4.50 GHz,,Không,Không,Hãng không công bố,8 GB,DDR4,2 khe,64 GB,Không,SSD 256 GB M.2 NVMe,,,Không,Card đồ hoạ tích hợp,Realtek ALC897,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171599,3643563000383,331658,72,Asus,2024,Không có,Không có,Không có,176,385,7,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,1x LAN (RJ45) | 3 x Audio jacks | 1 x VGA (D-sub) | 2 x USB 3.2 | 2 x PS2 | 1 x HDMI 1.4 | 1 x DisplayPort 1.4 | 2 x USB 2.0,,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.2,Không có,Không,Đi kèm chuột & bàn phím,Không,393,200 W,Intel Core i3 Raptor Lake,13100,3.40 GHz,4.50 GHz,,Không,Không,Intel B760,8 GB,DDR4 U-DIMM,2 khe,64 GB,Không,SSD 256 GB,M.2 2280 NVMe PCIe 4.0,2 x M2 2280 | 2 x 3.5 inch,Không,Hãng không công bố,Không có,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171582,3641273000278,331407,72,Apple,2023,,Không có,Không có,197,95,3,Không,Mac OS,,,,Không,Không,Không,Không,Không,1 x HDMI | 2 x USB-A | 1x LAN (RJ45) | 1 x Jack tai nghe 3.5 mm | 1 x Thunderbolt 4,,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),SDXC (UHS-II),,,Không,197,370 W,Apple M2 Ultra,Hãng không công bố,800 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,128 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,
171581,3641273000276,331406,72,Apple,2023,,Không có,Không có,197,95,2,Không,Mac OS,,,,Không,Không,Không,Không,Không,1 x HDMI | 2 x USB-A | 1x LAN (RJ45) | 1 x Jack tai nghe 3.5 mm | 1 x Thunderbolt 4,,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),SDXC (UHS-II),,,Không,197,370 W,Apple M2 Max,Hãng không công bố,400 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,64 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,
171580,3641273000275,331405,72,Apple,2023,,Không có,Không có,197,95,2,Không,Mac OS,,,,Không,Không,Không,Không,Không,1 x HDMI | 2 x USB-A | 1x LAN (RJ45) | 1 x Jack tai nghe 3.5 mm | 1 x Thunderbolt 4,,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),SDXC (UHS-II),,,Không,197,370 W,Apple M2 Max,12 nhân CPU,400 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,32 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,
171579,3641273000272,331404,72,Apple,2023,,Không có,Không có,197,35,1,Không,Mac OS,,,,Không,Không,Không,Không,Không,,2 x USB A | 1 x LAN (RJ45) | 1 x HDMI | Jack 3.5 mm | 4 x Thunderbolt 4,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),Không có,,,Không,197,185 W,Apple M2 Pro,Hãng không công bố,200GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,32 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 512 GB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171578,3641273000273,331403,72,Apple,2023,,Không có,Không có,197,35,1,Không,Mac OS,,,,Không,Không,Không,Không,Không,,2 x USB A | 1 x LAN (RJ45) | 1 x HDMI | Jack 3.5 mm | 4 x Thunderbolt 4,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),Không có,,,Không,197,185 W,Apple M2 Pro,Hãng không công bố,200GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,32 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,
171577,3641273000271,331402,72,Apple,2023,,Không có,Không có,197,35,1,Không,Mac OS,,,,Không,Không,Không,Không,Không,,2 x USB A | 1 x LAN (RJ45) | 1 x HDMI | Jack 3.5 mm | 4 x Thunderbolt 4,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),Không có,,,Không,197,185 W,Apple M2 Pro,Hãng không công bố,200GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,16 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171569,3643563000347,330641,72,Msi,,,Không có,Không có,124,53,0,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,2 x LAN (RJ45) | 1 x HDMI out (2.0b) | 2 x USB 3.2 | 1 x DisplayPort 1.4,,LAN | Bluetooth 5.2 | WiFi,Không có,,,Không,124,65 W,Intel Core i3 Alder Lake,1215U,1.20 GHz,4.4 GHz,,Không,Không,Hãng không công bố,8 GB,DDR4 2 khe (1 khe 8GB+ 1 khe trống),2 khe,64 GB,Không,256 GB SSD NVMe M.2,,1 x HDD 2.5 inch,Không,Card đồ hoạ tích hợp,Realtek ALC256,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,
171568,3643563000346,330640,72,Msi,,,Không có,Không có,124,53,0,Không,Windows 11 Home SL,,,,Không,Không,Không,Không,Không,1 x HDMI | 2 x LAN (RJ45) | 2 x USB 3.2 | 1 x DisplayPort 1.4,,LAN | Bluetooth 5.2 | WiFi,Không có,,Đi kèm chuột & bàn phím,Không,124,65 W,Intel Core i5 Alder Lake,1235U,1.30 GHz,4.4 GHz,,Không,Không,Hãng không công bố,8 GB,DDR4 2 khe (1 khe 8GB+ 1 khe trống),2 khe,64 GB,Không,512 GB SSD NMVE,,1 x HDD 2.5 inch,Không,Card đồ hoạ tích hợp,Realtek ALC256,Không,Không,Không,,Không,2133,Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,,,
171539,3643563000345,329510,72,Rosa,2024,,Không có,Không có,405,216,4,Không,Windows 11 Pro,ITX | Micro-ATX,Khung kim loại,2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,,,,Không có,,,Không,375,650W,AMD Ryzen 8000 series | AMD Ryzen 9000 series | AMD Ryzen 7000 series,8700G,4.20 GHz,5.10 GHz,8 nhân - 16 luồng,24 MB,AM5,AMD B650,16 GB,DDR5,1 khe,Không,Có,500 GB,SSD NVMe M.2,,Không,Không có,,TUF GAMING B650M-E WIFI,Micro-ATX,AM5,DDR5 Non-ECC | Un-buffered Memory | Dual Channel Memory Architecture,4 x DIMM,4000 MHz (OC),192 GB,4 x SATA 6Gb/s ports | Raid 1 | 2 x M.2 slot | Raid 0 | Raid 10,"1 x PCIe 4.0 x16 (x8, x4) slot | 2 x PCIe 4.0 x1 slot | 1 x PCIe 4.0 x16 slot",Mô-đun Wi-Fi | 2 x DisplayPort | 1 x USB 3.2 Gen 2 | 4 x USB 2.0 | 1 x HDMI | 1 x LAN | 3 x Audio jack | 1 x PS2 | 2 x USB 3.2 | 1 x USB 3.2 Gen 2x2,,Có,Không,Không,Không,Không,,Không,Không,,Không,MORAX 3FA BLACK,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171538,3643563000344,329506,72,Rosa,2024,,Không có,Không có,405,216,4,4 GB GDDR6,Windows 11 Pro,ITX | Micro-ATX,Khung kim loại,2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Không,Không,,,,Không có,,,Không,375,650W,AMD Ryzen 3000 Series | AMD Ryzen 4000G Series | AMD Ryzen 5000 series | AMD Ryzen 5000G Series,5600X,3.70 GHz,4.6 GHz,6 nhân - 12 luồng,35 MB,AM4,AMD B550,16 GB,DDR4,1 khe,Không,Có,500 GB,SSD NVMe M.2,,Không,Không có,Realtek ALC887/897 7.1 Surround Sound CODEC,PRIME B550M-A,Micro-ATX,AM4,DDR4 Non-ECC | Un-buffered Memory | Dual Channel Memory Architecture,4 x DIMM,2133,128 GB,4 x SATA 6Gb/s ports | Raid 1 | 2 x M.2 slot | Raid 0 | Raid 10,1 x PCIe 3.0 x16 slot | 2 x PCIe 3.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 3 x Audio jack | 1 x PS2 | 1 x DVI-D | 2 x USB 3.2 Gen 2 | 4 x USB 3.2,,Không,DUAL-RX6500XT-O4G-V2,Radeon RX 6500 XT,64 Bit,PCI Express 4.0,500W (1 x 6 chân),Có,Có,1 x DisplayPort | 1 x HDMI,2 quạt,MORAX 3FA BLACK,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171534,3643563000343,329471,72,Rosa,2024,,Không có,Không có,360,17,4,Không,Windows 11 Pro,Micro-ATX,Khung kim loại,"3 x 3.5 inch, 1 x 2.5 inch hoặc có thể lắp 1 x 3.5 inch, 3 x 2.5 inch",2 quạt,Không,Không,Không,Không,,,,Không có,,,Không,400,650W,AMD Ryzen 3000 Series | AMD Ryzen 4000G Series | AMD Ryzen 5000 series | AMD Ryzen 5000G Series,5500GT,3.60 GHz,4.4 GHz,6 nhân - 12 luồng,19 MB,AM4,AMD B550,16 GB,DDR4,1 khe,Không,Không,256 GB,SSD NVMe M.2,,Không,Không có,Realtek ALC887/897 7.1 Surround Sound CODEC | Không có,PRIME B550M-A,Micro-ATX,AM4,DDR4 Non-ECC | Un-buffered Memory | Dual Channel Memory Architecture,4 x DIMM,2133,128 GB,4 x SATA 6Gb/s ports | Raid 1 | 2 x M.2 slot | Raid 0 | Raid 10,1 x PCIe 3.0 x16 slot | 2 x PCIe 3.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 3 x Audio jack | 1 x PS2 | 1 x DVI-D | 2 x USB 3.2 Gen 2 | 4 x USB 3.2,,Có,Không,Không,Không,Không,,Không,Không,,Không,Mini Tower,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171530,3643563000341,329457,72,Rosa,2024,Không có,Không có,Không có,405,216,4,8 GB DDR6 OC,Windows 11 Pro,ITX | Micro-ATX,Khung kim loại,2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,Không có,Không,Không,Không có,Không,Không,Không,375,650W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,13700F,2.10 GHz,5.10 GHz,16 nhân - 24 luồng,Không,LGA 1700,Intel B760,32 GB,DDR4 2 khe (1 khe 16 GB + 1 khe 16 GB),2 khe,Không,Có,512 GB,SSD NMVE,Không,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC | Không có,TUF GAMING B760M-PLUS WIFI D4,Micro-ATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,4 x DIMM,2133,128 GB,4 x SATA 6Gb/s ports | 2 x M.2 slot,1 x PCIe 4.0 x1 slot | 1 x PCIe 4.0 x16 (x4) slot | 1 x PCIe 4.0 x16 slot,Mô-đun Wi-Fi | 1 x HDMI | 1 x LAN | 2 x USB 2.0 | 4 x USB 3.2 Gen 2 | 1 x USB 3.2 | 1 x Optical Out | 1 x USB 3.2 Gen 2x2 | 1 x DisplayPort | 5 x Audio jack,1 x Wifi 6,Không,DUAL-RTX4060-O8G -V2,NVIDIA GeForce RTX 4060,128 Bit,PCI Express 4.0,550W (1 x 8 chân),Có,Có,3 x DisplayPort | 1 x HDMI,2 quạt,MORAX 3FA BLACK,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171529,3643563000340,329452,72,Rosa,2024,,Không có,Không có,405,216,4,6 GB DDR6,Windows 11 Pro,ITX | Micro-ATX,Khung kim loại,2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,,,,Không có,,,Không,375,650W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,13400F,2.50 GHz,4.6 GHz,10 nhân - 16 luồng,20 MB,LGA 1700,Intel B760,16 GB,DDR4,1 khe,Không,Không,500 GB,SSD NVMe M.2,,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC,PRIME B760M-K D4,Micro-ATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,2133,64 GB,4 x SATA 6Gb/s ports | 2 x M.2 slot,2 x PCIe 3.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 3 x Audio jack | 1 x PS2 | 2 x USB 2.0 | 4 x USB 3.2,,Không,DUAL-RTX3050-6G,NVIDIA GeForce RTX 3050,96 Bit,PCI Express 4.0,,Có,Không,1 x DisplayPort | 1 x DVI-D | 1 x HDMI,2 quạt,MORAX 3FA BLACK,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171528,3643563000339,329450,72,Rosa,2024,Không có,Không có,Không có,360,170,4,Không,Không | Windows 11 Pro,Micro-ATX,Kim loại,"3 x 3.5 inch, 1 x 2.5 inch hoặc có thể lắp 1 x 3.5 inch, 3 x 2.5 inch",2 quạt,Không,Không,Không,Không,Không có,Không,Không,Không có,Không,Không,Không,400,650W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,13400,2.50 GHz,4.6 GHz,10 nhân - 16 luồng,20 MB,LGA 1700,Intel H610 Chipset,16 GB,DDR4,1 khe,Không,Không,256 GB,SSD SATA 3,Không,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC | Không có,PRIME H610M-K,Micro-ATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,2133,64 GB,4 x SATA 6Gb/s ports | 1 x M.2 slot,1 x PCIe 3.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 4 x USB 2.0 | 1 x HDMI | 1 x LAN | 3 x Audio jack | 1 x PS2 | 2 x USB 3.2,Không,Có,Không,Không,Không,Không,,Không,Không,Không,Không,Mini Tower,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
