model_code,sku,productidweb,category_code,brand_id,brand,Kiểu dáng,Công nghệ làm lạnh,Sản xuất tại,Thời gian ra mắt,Chất liệu khay ngăn lạnh,Dung tích tổng,Dung tích ngăn đá,Dung tích ngăn lạnh,Điện năng tiêu thụ,Chất liệu thân vỏ,Số người sử dụng,Dung tích sử dụng,Công nghệ tiết kiệm điện,Công nghệ bảo quản thực phẩm,Tiện ích,Chất liệu động cơ,Dung tích ngăn chuyển đổi,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Lấy nước ngoài,Chế độ tự động,giá gốc,giá khuyến mãi,khuyến mãi quà
183913,3051097001044,68677,38,313,Hitachi,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,550 lít,145 lít,405 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183914,3051097001043,68678,38,313,Hitachi,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,550 lít,145 lít,405 lít,190 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183915,3051097000742,68680,38,313,Hitachi,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,510 lít,145 lít,365 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183923,3051097001336,68712,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,600 lít,207 lít,393 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183924,3051097001337,68712,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,600 lít,207 lít,393 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183925,3051097001334,68713,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,605 lít,211 lít,394 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183926,3051097001335,68713,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,605 lít,211 lít,394 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183927,3051097001332,68715,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,556 lít,211 lít,345 lít,173 - 206 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183928,3051097001333,68715,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2014,Kính chịu lực,556 lít,211 lít,345 lít,173 - 206 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183931,3051097001321,68719,38,12,Sharp,Ngăn đá dưới,,Thái Lan,2014,Kính chịu lực,290 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183932,3051097001322,68719,38,12,Sharp,Ngăn đá dưới,,Thái Lan,2014,Kính chịu lực,290 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183933,3051097001320,68721,38,12,Sharp,Ngăn đá dưới,,Thái Lan,2014,Kính chịu lực,290 lít,Hãng không công bố,Hãng không công bố,116 - 200 Wh,Kim loại phủ sơn tĩnh điện,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183934,3051097001363,68722,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,315 lít,75 lít,240 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183935,3051097001362,68723,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,287 lít,75 lít,212 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183936,3051097001360,68724,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,253 lít,60 lít,193 lít,110 - 140 Wh,Kim loại phủ sơn tĩnh điện,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183937,3051097001358,68726,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,224 lít,60 lít,164 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183938,3051097001359,68727,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,224 lít,60 lít,164 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183939,3051097001357,68728,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,182 lít,41 lít,141 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183940,3051097001356,68729,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,182 lít,41 lít,141 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183941,3051097001296,68737,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,180 lít,Hãng không công bố,Hãng không công bố,116 Wh,Kim loại phủ sơn tĩnh điện,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183942,3051097001350,68738,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,626 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183943,3051097001351,68738,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,626 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183944,3051097001352,68740,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,626 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183945,3051097001353,68740,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,626 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183947,3051097001348,68744,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,585 lít,110 lít,475 lít,145 - 170 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183948,3051097001349,68744,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,585 lít,110 lít,475 lít,145 - 170 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183949,3051097001342,68746,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,431 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183950,3051097001343,68746,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,431 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183951,3051097001344,68749,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,431 lít,Hãng không công bố,Hãng không công bố,128 - 170 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183952,3051097001345,68749,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,431 lít,Hãng không công bố,Hãng không công bố,128 - 170 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183953,3051097001338,68751,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,400 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183954,3051097001339,68751,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,400 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183955,3051097001340,68753,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,400 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183956,3051097001341,68753,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,400 lít,Hãng không công bố,Hãng không công bố,128 - 152 Wh,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183957,3051097000995,68754,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,440 lít,100 lít,340 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183958,3051097000996,68755,38,315,Electrolux,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,510 lít,110 lít,400 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183960,3051097000460,68757,38,315,Electrolux,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,510 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
183961,3051097000981,68758,38,315,Electrolux,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,630 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183962,3051097000461,68759,38,315,Electrolux,Tủ lớn - Side by Side,,Thái Lan,2013,Kính chịu lực,549 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
183963,3051097001306,68762,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,222 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183964,3051097001281,68763,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,165 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183965,3051097001280,68764,38,12,Sharp,Ngăn đá trên,,Thái Lan,2013,Kính chịu lực,165 lít,Hãng không công bố,Hãng không công bố,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183967,3051097001019,68769,38,313,Hitachi,Tủ lớn - Side by Side,,Nhật Bản,2013,Kính chịu lực,497 lít,189 lít,308 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183968,3051097001018,68770,38,313,Hitachi,Tủ lớn - Side by Side,,Nhật Bản,2013,Kính chịu lực,457 lít,144 lít,292 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183969,3051097001017,68771,38,313,Hitachi,Tủ lớn - Side by Side,,Nhật Bản,2013,Kính chịu lực,425 lít,137 lít,,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
183970,3051097001021,68804,38,313,Hitachi,Ngăn đá dưới,,Thái Lan,2013,Kính chịu lực,305 lít,66 lít,239 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184020,3051097000818,69291,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2014,Kính chịu lực,152 lít,53 lít,99 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184021,3051097000821,69294,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2014,Kính chịu lực,167 lít,53 lít,114 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184024,3051097000824,69297,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2014,Kính chịu lực,188 lít,53 lít,135 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184028,3051097000817,69309,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2014,Nhựa,152 lít,53 lít,99 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184031,3051097000820,69312,38,7,Panasonic,Ngăn đá trên,,Việt Nam,2014,Nhựa,167 lít,53 lít,114 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
177861,1801006009100,69322,38,8,LG,Ngăn đá trên,,Indonesia,2014,Kính chịu lực,318 lít,94 lít,224 lít,,,,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
177884,1801006009800,69888,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2014,Kính chịu lực,524 lít,198 lít,326 lít,100 - 235 W,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
177885,1801006010300,69893,38,8,LG,Tủ lớn - Side by Side,,Hàn Quốc,2014,Kính chịu lực,676 lít,300 lít,376 lít,637kWh/năm,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184056,3051097000870,70386,38,12,Sharp,Ngăn đá trên,,Thái Lan,2014,Nhựa,180 lít,66 lít,114 lít,,,2 - 3 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184074,3051097000888,70745,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2015,Kính chịu lực,538 lít,179 lít,359 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184076,3051097000886,70749,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2015,Kính chịu lực,823 lít,331 lít,492 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184077,3051097000887,70750,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2015,Kính chịu lực,779 lít,331 lít,448 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184078,3051097000895,70751,38,12,Sharp,Tủ lớn - Side by Side,,Thái Lan,2015,Kính chịu lực,600 lít,207 lít,393 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
177918,1801211402500,70754,38,2,Samsung,Tủ lớn - Side by Side,,Hàn Quốc,2015,Kính chịu lực,570 lít,176 lít,394 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184080,3051097000723,70803,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,365 lít,101 lít,264 lít,150 W,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184083,3051097000916,70854,38,12,Sharp,Ngăn đá trên,,Thái Lan,2014,Kính chịu lực,394 lít,96 lít,298 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184084,3051097000917,70854,38,12,Sharp,Ngăn đá trên,,Thái Lan,2014,Kính chịu lực,394 lít,96 lít,298 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184094,3051097000652,71207,38,187,Aqua,Ngăn đá trên,,Việt Nam,2015,Kính chịu lực,225 lít,85 lít,140 lít,,,2 - 3 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184095,3051097000656,71208,38,187,Aqua,Ngăn đá trên,,Việt Nam,2015,Kính chịu lực,269 lít,85 lít,184 lít,,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184096,3051097000609,71209,38,187,Aqua,Ngăn đá trên,,Việt Nam,2015,Kính chịu lực,225 lít,85 lít,140 lít,,,2 - 3 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184097,3051097000610,71210,38,187,Aqua,Ngăn đá trên,,Việt Nam,2015,Kính chịu lực,269 lít,85 lít,184 lít,,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184098,3051097000642,71211,38,187,Aqua,Ngăn đá trên,,Việt Nam,2015,Kính chịu lực,284 lít,122 lít,162 lít,,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184099,3051097000646,71212,38,187,Aqua,Ngăn đá trên,,Việt Nam,2015,Kính chịu lực,335 lít,122 lít,213 lít,,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184109,3051097000728,71470,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,395 lít,101 lít,294 lít,140 W,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184115,3051097000831,71557,38,7,Panasonic,Ngăn đá dưới,,Thái Lan,2015,Kính chịu lực,308 lít,72 lít,236 lít,Chỉ số hiệu suất nặng lượng : 5 sao,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184149,3051097000964,72090,38,11,Toshiba,Ngăn đá trên,,Thái Lan,2014,Kính chịu lực,305 lít,87 lít,218 lít,,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
178090,1801211433500,73255,38,2,Samsung,Ngăn đá trên,,Thái Lan,2014,Kính chịu lực,322 lít,72 lít,250 lít,100 W,,3 - 4 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
178103,1801211435700,73461,38,8,LG,Ngăn đá trên,,Indonesia,2014,Kính chịu lực,205 lít,72 lít,117 lít,80 W ( ~ 0.93 kW/ngày),,2 - 3 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184227,3051097000950,73535,38,11,Toshiba,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,409 lít,101 lít,308 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184228,3051097000951,73536,38,11,Toshiba,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,409 lít,101 lít,308 lít,,,4 - 5 người,,,,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184253,3051097000779,74000,38,342,Mitsubishi Electric,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,274 lít,67 lít,207 lít,"~0,81kW/ngày",,3 - 4 người,274 lít,,,,,,,,,,,,,,,
184301,3051097000641,75311,38,187,Aqua,Ngăn đá trên,Không,Việt Nam,Hãng không công bố,Kính chịu lực,252 lít,69 lít,167 lít,57618,Kim loại phủ sơn tĩnh điện,3 - 4 người,236 lít,Không có,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,114 lít,1 cánh,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184302,3051097000644,75312,38,187,Aqua,Ngăn đá trên,Không,Việt Nam,Hãng không công bố,Kính chịu lực,281 lít,69 lít,198 lít,63290,Kim loại phủ sơn tĩnh điện,3 - 4 người,267 lít,Không có,Ngăn rau củ cung cấp Vitamin Pro5+,,Đang cập nhật,114 lít,1 cánh,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184303,3051097000598,75320,38,187,Aqua,Ngăn đá trên,,Đang cập nhật,Đang cập nhật,Kính chịu lực,252 lít,69 lít,167 lít,54150,Kim loại phủ sơn tĩnh điện,3 - 4 người,236 lít,,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184304,3051097000617,75320,38,187,Aqua,Ngăn đá trên,,Đang cập nhật,Đang cập nhật,Kính chịu lực,252 lít,69 lít,167 lít,54150,Kim loại phủ sơn tĩnh điện,3 - 4 người,236 lít,,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
184305,3051097000599,75321,38,187,Aqua,Ngăn đá trên,,Đang cập nhật,Đang cập nhật,Kính chịu lực,281 lít,69 lít,198 lít,54008,Kim loại phủ sơn tĩnh điện,3 - 4 người,267 lít,,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
184306,3051097000618,75321,38,187,Aqua,Ngăn đá trên,,Đang cập nhật,Đang cập nhật,Kính chịu lực,281 lít,69 lít,198 lít,54008,Kim loại phủ sơn tĩnh điện,3 - 4 người,267 lít,,Ngăn rau củ cung cấp Vitamin Pro5+,,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,,,,,
