model_code,sku,productidweb,category_code,brand_id,brand,Kiểu dáng,Công nghệ làm lạnh,Sản xuất tại,Thời gian ra mắt,Chất liệu khay ngăn lạnh,Dung tích tổng,Dung tích ngăn đá,Dung tích ngăn lạnh,Điện năng tiêu thụ,Chất liệu thân vỏ,Số người sử dụng,Dung tích sử dụng,Công nghệ tiết kiệm điện,Công nghệ bảo quản thực phẩm,Tiện ích,Chất liệu động cơ,Dung tích ngăn chuyển đổi,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Lấy nước ngoài,Chế độ tự động,giá gốc,giá khuyến mãi,khuyến mãi quà
181241,3051097000183,106252,38,8,LG,Ngăn đá trên,,Indonesia,2017,Kính chịu lực,516 lít,130 lít,345 lít,54064,Thép không gỉ,4 - 5 người,475 lít,,Ngăn rau quả cân bằng độ ẩm | Ngăn Fresh 0 Zone - Ngăn thịt cá 0℃,Ngăn đông mềm trữ thịt cá không cần rã đông | Bảng điều khiển bên ngoài,,,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181239,1801211451200,75353,38,2,Samsung,Ngăn đá trên,Không,Thái Lan,2016,Kính chịu lực,442 lít,111 lít,327 lít,54237,Thép không gỉ,4 - 5 người,438 lít,Digital Inverter,Ngăn Cool Pack,Bảng điều khiển bên ngoài | Ngăn Mr Cool Pack duy trì độ lạnh khi mất điện | Làm đá nhanh,Đang cập nhật,Đang cập nhật,2 cánh,,,,,Có,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181239,1801211452200,75354,38,2,Samsung,Ngăn đá trên,2 dàn lạnh độc lập Twin Cooling Plus™,Thái Lan,2016,Kính chịu lực,514 lít,125 lít,377 lít,54014,Kim loại phủ sơn tĩnh điện,4 - 5 người,502 lít,5 chế độ chuyển đổi ngăn tiện lợi | Digital Inverter,Không,Bảng điều khiển bên ngoài | Ngăn Mr Cool Pack duy trì độ lạnh khi mất điện | Ngăn kéo Easy Slide giúp lấy thực phẩm dễ dàng | Làm đá nhanh,Ống dẫn gas bằng Nhôm Aluminum - Lá tản nhiệt bằng Nhôm Aluminium,Không,2 cánh,178,79,72,83,Có,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181221,3051097000827,84854,38,7,Panasonic,Ngăn đá trên,,Indonesia,2016,Kính chịu lực,196 lít,56 lít,130 lít,54685,Mặt gương mờ,2 - 3 người,186 lít,,Ngăn rau quả giữ ẩm,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,
181221,3051097000048,84894,38,7,Panasonic,Ngăn đá trên,,Indonesia,2016,Kính chịu lực,196 lít,56 lít,130 lít,54685,Mặt gương mờ,2 - 3 người,186 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
185353,3051097000178,74229,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2014,Kính chịu lực,675 lít,242 lít,387 lít,54016,Kim loại phủ sơn tĩnh điện,4 - 5 người,629 lít,,,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
185353,1801211441800,74229,38,8,LG,Tủ lớn - Side by Side,,Trung Quốc,2014,Kính chịu lực,675 lít,242 lít,387 lít,54016,Kim loại phủ sơn tĩnh điện,4 - 5 người,629 lít,,,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181236,1801133012600,69281,38,11,Toshiba,Ngăn đá trên,Không,Thái Lan,2014,Kính chịu lực,Hãng không công bố,158 lít,442 lít,54120,Mặt gương mờ,Trên 5 người,600 lít,Không có,Ngăn rau quả kháng khuẩn,"Mặt gương sang trọng, dễ vệ sinh | Làm đá nhanh",Đang cập nhật,Không có,2 cánh,,,,,Không,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181236,1801133012400,69280,38,11,Toshiba,Ngăn đá trên,Không,Thái Lan,2014,Kính chịu lực,546 lít,158 lít,388 lít,54204,Mặt gương mờ,4 - 5 người,546 lít,Không có,Ngăn rau quả kháng khuẩn,"Mặt gương sang trọng, dễ vệ sinh",Đang cập nhật,Không có,2 cánh,,,,,Không,Có,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181235,3051097000081,87522,38,12,Sharp,Ngăn đá trên,,Thái Lan,2016,Kính chịu lực,342 lít,75 lít,240 lít,58234,Kim loại phủ sơn tĩnh điện,3 - 4 người,315 lít,,Cấp đông mềm bảo quản thực phẩm không cần rã đông,Ngăn đông mềm trữ thịt cá không cần rã đông,,Đang cập nhật,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181235,3051097000163,109410,38,12,Sharp,Ngăn đá trên,Làm lạnh gián tiếp,Thái Lan,2016,Kính chịu lực,314 lít,75 lít,212 lít,331,Kim loại phủ sơn tĩnh điện,2 - 3 người,287 lít,Chế độ Extra Eco | J-tech Inverter,Ngăn giữ tươi linh hoạt | Ngăn rau quả giữ ẩm,,Ống dẫn gas bằng Đồng và Sắt - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,166,61,62,48,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181234,3051097000053,85233,38,12,Sharp,Ngăn đá trên,Làm lạnh gián tiếp,Thái Lan,2016,Kính chịu lực,241 lít,60 lít,164 lít,54202,Kim loại phủ sơn tĩnh điện,2 - 3 người,224 lít,Chế độ Extra Eco | J-tech Inverter,Ngăn giữ tươi linh hoạt | Ngăn rau quả giữ ẩm,,Ống dẫn gas bằng Đồng và Sắt - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,156,54,62,41,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181234,3051097000069,85239,38,12,Sharp,Ngăn đá trên,Làm lạnh gián tiếp,Thái Lan,2016,Kính chịu lực,271 lít,60 lít,193 lít,73958,Kim loại phủ sơn tĩnh điện,2 - 3 người,253 lít,Chế độ Extra Eco | J-tech Inverter,Ngăn giữ tươi linh hoạt | Ngăn rau quả giữ ẩm,,Ống dẫn gas bằng Đồng và Sắt - Lá tản nhiệt bằng Nhôm,Không có,2 cánh,170,54,62,43,,,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181233,3051097000075,150089,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,510 lít,145 lít,365 lít,57618,Mặt gương mờ,4 - 5 người,510 lít,,Ngăn rau quả giữ ẩm,"Mặt gương sang trọng, dễ vệ sinh",,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181233,1801122013300,68681,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2014,Kính chịu lực,Hãng không công bố,117 lít,333 lít,54238,Kim loại phủ sơn tĩnh điện,4 - 5 người,450 lít,,,Bảng điều khiển bên ngoài,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
189405,3051097000305,145442,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,395 lít,109 lít,286 lít,54237,Mặt gương mờ,3 - 4 người,395 lít,,,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
189405,1801211443400,74917,38,313,Hitachi,Ngăn đá trên,,Thái Lan,2015,Kính chịu lực,395 lít,109 lít,286 lít,54237,Mặt gương mờ,3 - 4 người,395 lít,,,Không có,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181231,3051097000270,137387,38,315,Electrolux,Ngăn đá trên,Làm lạnh 360 độ,Thái Lan,2017,Kính chịu lực,460 lít,120 lít,340 lít,54007,Kim loại phủ sơn tĩnh điện,4 - 5 người,426 lít,Inverter,Ngăn đựng Fresh Shield giữ rau củ tươi ngon đến 7 ngày,Ngăn kệ linh hoạt FlexStor | Chuông báo khi quên đóng cửa | Bảng điều khiển bên ngoài,Đang cập nhật,Không có,2 cánh,172,69,73,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181231,3051097000271,137388,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,573 lít,158 lít,414 lít,54012,Kim loại phủ sơn tĩnh điện,4 - 5 người,531 lít,,Ngăn đựng Fresh Shield giữ rau củ tươi ngon đến 7 ngày,Ngăn kệ linh hoạt FlexStor | Chuông báo khi quên đóng cửa | Bảng điều khiển bên ngoài,,Đang cập nhật,2 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181230,3051097000276,137394,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2017,Kính chịu lực,364 lít,70 lít,264 lít,54086,Kim loại phủ sơn tĩnh điện,3 - 4 người,334 lít,,Ngăn rau Market Fresh giữ rau củ tươi ngon như mới mua,Ngăn đông mềm trữ thịt cá không cần rã đông | Ngăn kệ linh hoạt FlexStor | Chuông báo khi quên đóng cửa | Bảng điều khiển bên ngoài,,Đang cập nhật,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181230,1801211459800,75715,38,315,Electrolux,Ngăn đá trên,,Thái Lan,2016,Kính chịu lực,364 lít,78 lít,264 lít,54007,Kim loại phủ sơn tĩnh điện,3 - 4 người,342 lít,,Ngăn rau Market Fresh giữ rau củ tươi ngon như mới mua,Ngăn kệ linh hoạt FlexStor | Chuông báo khi quên đóng cửa | Bảng điều khiển bên ngoài,,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
189500,3051097000267,135193,38,185,Beko,Ngăn đá dưới,NeoFrost Technology hai dàn lạnh độc lập,Thái Lan,2017,Kính chịu lực,290 lít,82 lít,149 lít,57618,Mặt gương mờ,2 - 3 người,284 lít,Chế độ kỳ nghỉ tiết kiệm điện | Prosmart Inverter,Ngăn rau củ ánh sáng xanh Active Fresh Blue Light,"Mặt gương sang trọng, dễ vệ sinh",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,53 lít,1 cánh,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
189500,3051097000269,135197,38,185,Beko,Ngăn đá dưới,NeoFrost Technology hai dàn lạnh độc lập,Thái Lan,2017,Kính chịu lực,340 lít,97 lít,166 lít,440,Mặt gương mờ,3 - 4 người,334 lít,Chế độ Holiday | Prosmart Inverter,Ngăn rau củ quả Everfresh+,"Mặt gương sang trọng, dễ vệ sinh | Cảnh báo mở cửa | Bảng điều khiển cảm ứng bên ngoài cửa tủ",Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,71 lít,1 cánh,191,63,67,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181228,3051097000080,87521,38,12,Sharp,Ngăn đá trên,,Thái Lan,2016,Kính chịu lực,180 lít,35 lít,130 lít,54022,Kim loại phủ sơn tĩnh điện,2 - 3 người,165 lít,,,Làm đá nhanh,Ống dẫn gas bằng Đồng - Lá tản nhiệt bằng Nhôm,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
181228,3051097000109,97249,38,12,Sharp,Ngăn đá trên,,Thái Lan,2016,Kính chịu lực,165 lít,50 lít,115 lít,54086,Kim loại phủ sơn tĩnh điện,1 - 2 người,150 lít,,,Làm đá nhanh,,,,,,,,Không,Không,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Máy rửa chén trị giá 1 triệu | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng máy lọc nước trị giá 300.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
