model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Thời gian ra mắt,Dung tích tổng,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Chất liệu động cơ,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Độ ồn,Loại Gas,Loại sản phẩm,Chất liệu mặt,Công nghệ,Chất liệu ruột,Dung tích ngăn đông mềm,Thương hiệu của,Số ngăn,Nhiệt độ ngăn đông (độ C),giá gốc,giá khuyến mãi,khuyến mãi quà
164552,3050893000221,264016,40,184,Hoà Phát,Việt Nam,2018,352 lít,,Inverter,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,88,130,67,53,≤ 40 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164551,3050893000220,264014,40,184,Hoà Phát,Việt Nam,2018,352 lít,,Không có,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,89,130,70,53,≤ 40 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164550,3050893000219,264013,40,184,Hoà Phát,Việt Nam,2018,271 lít,,Không có,Cửa kính | Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,92,123,66,56,≤ 40 dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Tôn sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164548,3050893000218,263929,40,184,Hoà Phát,Việt Nam,2018,245 lít,,Không có,Cửa kính | Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,92,123,61,53,≤ 40 dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164547,3050893000217,263928,40,184,Hoà Phát,Việt Nam,2018,290 lít,,Không có,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,1 cửa,81,56,59,30,≤ 40 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,,,
164531,3050893000208,256200,40,193,Kangaroo,Việt Nam,2021,510 lít,,Inverter,"Bảng điều khiển | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Bánh xe | Inverter tiết kiệm điện",Đồng,2 cửa,81,115,63,44,38 - 42 dB,R600a,Tủ đông,Không có kính,Nano bạc kháng khuẩn | Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164510,3050893000207,248852,40,187,Aqua,Trung Quốc,2021,216 lít,368.3 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,87.6 cm,105.5 cm,56.5 cm,43 kg,Không,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết) | Làm lạnh 3D,PCM (Hợp kim thép),Không,Nhật Bản,"1 ngăn đông, 1 ngăn mát",-18 - -30°C,8041091,8041091,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164509,3050893000205,248851,40,187,Aqua,Trung Quốc,2020,519 lít,512 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Đèn báo nhiệt độ bất thường | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,84.5 cm,165 cm,77 cm,76 kg,Không,R600a,Tủ đông,Không có kính,"Dàn lạnh 5 chiều, làm lạnh 3D | Làm lạnh trực tiếp (có đóng tuyết)",PCM (Hợp kim thép),Không,Nhật Bản,1 ngăn đông,Tối đa -30°C,14490000,14490000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164508,3050893000206,248793,40,187,Aqua,Trung Quốc,2021,207 lít,311.2 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,1 cửa,81.7 cm,94 cm,55.5 cm,40 kg,Không,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết) | Làm lạnh 3D,PCM (Hợp kim thép),Không,Nhật Bản,1 ngăn đông,"Dưới -18°C, tối đa -30°C",7255636,7255636,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164507,3050893000204,248792,40,187,Aqua,Trung Quốc,2020,429 lít,459.37 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Đèn báo nhiệt độ bất thường | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,84.5 cm,141 cm,74.5 cm,67 kg,Không,R600a,Tủ đông,Không,"Dàn lạnh 5 chiều, làm lạnh 3D | Làm lạnh trực tiếp (có đóng tuyết)",PCM (Hợp kim thép),Không,Nhật Bản,1 ngăn đông,"Dưới -18°C, tối đa -30°C",13090000,10190000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164494,3050893000195,239973,40,187,Aqua,Trung Quốc,2020,295 lít,326.25 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,90,107,75,47,Hãng không công bố,R600a,Tủ đông,Không có kính,"Dàn lạnh 5 chiều, làm lạnh 3D | Làm lạnh trực tiếp (có đóng tuyết)",PCM (Hợp kim thép),Không,Nhật Bản,"1 ngăn đông, 1 ngăn mát","Dưới -18°C, tối đa -30°C",,,
164493,3050893000196,239971,40,187,Aqua,Trung Quốc,2020,319 lít,,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,91,105,74,52,Hãng không công bố,R600a,Tủ đông,Không có kính,"Dàn lạnh 5 chiều, làm lạnh 3D | Làm lạnh trực tiếp (có đóng tuyết)",PCM (Hợp kim thép),Không,Nhật Bản,1 ngăn đông,"Dưới -18°C, tối đa -30°C",,,
164491,3050894000046,239595,40,191,Sanaky,Việt Nam,2020,400 lít,2.25 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Nhôm,2 cửa,200,62,60,72,32-42dB,R600a,Tủ mát,Công nghệ kính Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,13460000,11940000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164489,3050894000047,239589,40,191,Sanaky,Việt Nam,2020,350 lít,2.15 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Nhôm,1 cửa,182,63,61,64,32-42dB,R600a,Tủ mát,Kính cách nhiệt Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,12460000,11490000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164488,3050894000045,239586,40,191,Sanaky,Việt Nam,2020,350 lít,1.27 kWh/ngày,Inverter,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Inverter tiết kiệm điện | Đèn LED,Nhôm,1 cửa,182,62,61,64,32-42dB,R600a,Tủ mát,Công nghệ kính Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,13150000,11070000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164487,3050894000044,239516,40,191,Sanaky,Việt Nam,2020,300 lít,2.15 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Nhôm,1 cửa,173,57,61,61,32-42dB,R600a,Tủ mát,Công nghệ kính Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,11480000,10070000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164486,3050893000210,239500,40,191,Sanaky,Việt Nam,2019,230 lít,,Không có,Nút điều chỉnh nhiệt độ bên ngoài tủ,Nhôm,1 cửa,162,54,54,52,32-42dB,R290,Tủ đông,Không,Công nghệ làm mát đa chiều 360 độ,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,-18℃,,,
164485,3050893000214,239498,40,191,Sanaky,Việt Nam,2020,360 lít,461 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,85,121,63,53,32-42dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18ºC,9420000,8790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164484,3050893000213,239496,40,191,Sanaky,Việt Nam,2020,400 lít,220 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,86,132,62,53,32-42 dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,11080000,9980000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164483,3050893000212,239494,40,191,Sanaky,Việt Nam,2020,400 lít,454 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,80,132,61,53,32-42 dB,R600a,Tủ đông,Kính cường lực,Hệ thống làm lạnh 360 độ | Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤-18℃,10200000,9620000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164473,3050893000194,233229,40,193,Kangaroo,Việt Nam,2020,630 lít,1.3 kWh/ngày,Không có,Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,80,127,68,48,39 - 42 dB,R600a,Tủ đông,Không,Nano bạc kháng khuẩn | Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,10190000,8890000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164465,3050893000193,230561,40,188,Darling,Việt Nam,2017,360 lít,,Không có,,Đồng,,79.0 cm,124.0 cm,62.0 cm,47.0 kg,42dB,R600a,Tủ đông,Đang cập nhật,,,Đang cập nhật,,"1 ngăn đông, 1 ngăn mát",,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
183127,3050893000185,227381,40,188,Darling,Việt Nam,2017,300 lít,,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Inverter tiết kiệm điện,Đồng,,,,,,30-42dB,,Tủ đông,Đang cập nhật,,,Đang cập nhật,,1 ngăn đông,10 độ đến -30 độ,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164423,3050893000181,221908,40,193,Kangaroo,Việt Nam,2019,300 lít,,Không có,"Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe",Đồng,1 cửa,80.0 cm,82.0 cm,56.5 cm,41.0 kg,~40 dB,R600a,Tủ đông mini,Không có kính,Nano bạc kháng khuẩn | Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164418,3050893000178,220350,40,190,Sunhouse,Trung Quốc,2019,1060 lít,,Không có,Giỏ đựng đồ | Bánh xe (có khoá) | Lỗ thoát nước | Khoá cửa tủ,Đồng,2 cửa,82 cm,153.3 cm,84 cm,72.0 kg,Hãng không công bố,R134a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164415,3050893000173,220091,40,191,Sanaky,Việt Nam,2019,150 lít,266 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,1 cửa,80,62,59,32,32 - 42 dB,R600a,Tủ đông mini,Kính cường lực,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,1 ngăn đông,≤ -18°C,5980000,4670000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164824,3050893000292,312274,40,189,Alaska,Trung Quốc,2023,263 lít,,Không có,,Thép,1 cửa,141,54,55,43,42 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhựa,Không,Việt Nam,1 ngăn đông,≤ -18°C,,,
164368,3050893000162,195309,40,193,Kangaroo,Việt Nam,2018,,,Inverter,Cửa kính | Giỏ đựng đồ | Khoá cửa tủ | Inverter tiết kiệm điện,Đồng,,,,,,32 - 35dB,R600a,Tủ đông,Kính cường lực dày 5 mm,,Hợp kim nhôm sơn tĩnh điện,,,"1 ngăn đông, 1 ngăn mát",< -18 độ C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178407,3050893000083,158615,40,189,Alaska,Trung Quốc,,,,Không có,Lỗ thoát nước | Khoá cửa tủ,Đồng,,,,,,120 W - 0.9 kW.h/24h,R600a,Tủ đông,,,,,,1 ngăn đông,≤-18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
178406,3050893000084,158614,40,189,Alaska,Trung Quốc,,,,Không có,Lỗ thoát nước | Khoá cửa tủ,Đồng,,,,,,120 W - 1.05 kW.h/24h,R600a,Tủ đông,,,,,,1 ngăn đông,≤-18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
