model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Thời gian ra mắt,Dung tích tổng,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Chất liệu động cơ,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Độ ồn,Loại Gas,Loại sản phẩm,Chất liệu mặt,Công nghệ,Chất liệu ruột,Dung tích ngăn đông mềm,Thương hiệu của,Số ngăn,Nhiệt độ ngăn đông (độ C),giá gốc,giá khuyến mãi,khuyến mãi quà
182150,1750893000017,336385,40,11,Toshiba,Trung Quốc,2024,157 lít,217 kWh/năm,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe | Dễ dàng chuyển đổi chế độ tủ mát/tủ đông | Đèn LED,Đồng,1 cửa,87,60,60,26,38 dB,R600a,Tủ đông,Không,Vật liệu xốp cách nhiệt giữ đông 100h không cần điện,Nhựa,Không,Nhật Bản,1 ngăn đông,-24℃ đến -12℃,5880000,4850000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182150,1750893000018,336531,40,11,Toshiba,Trung Quốc,2024,221 lít,273 kWh/năm,Inverter,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Bánh xe | Dễ dàng chuyển đổi chế độ tủ mát/tủ đông | Đèn LED,Đồng,1 cửa,87,77,60,29,38 dB,R600a,Tủ đông,Không,Vật liệu xốp cách nhiệt giữ đông 100h không cần điện,Nhựa,Không,Nhật Bản,1 ngăn đông,-24℃ đến -12℃,6860000,5790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182125,3050893000283,292735,40,184,Hoà Phát,Việt Nam,2022,205 lít,2.92 kWh/ngày,Không có,Xẻng cạo tuyết | Bảng điều khiển | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,2 cửa,91,103,63,43,55 - 65 dB,R600a,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,6960000,5990000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182125,3050893000274,291689,40,184,Hoà Phát,Việt Nam,2022,254 lít,2.928 kWh/ngày,Không có,Xẻng cạo tuyết | Bảng điều khiển | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,2 cửa,92,123,61,47,55 - 65 dB,R600a,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤-18℃,7260000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182126,3050894000091,291700,40,184,Hoà Phát,Việt Nam,2022,Hãng không công bố,,Không có,Cửa kính | Bánh xe,Nhôm,1 cửa,188,57,58,69,Hãng không công bố,R134a,Tủ mát,Kính cường lực,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,,,
182126,3050894000090,291699,40,184,Hoà Phát,Việt Nam,2021,Hãng không công bố,,Không có,Cửa kính | Khoá cửa tủ | Bánh xe,Nhôm,1 cửa,163,57,58,61,Hãng không công bố,R134a,Tủ mát,Kính cường lực,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,,,
182126,3050894000092,291701,40,184,Hoà Phát,Việt Nam,2022,Hãng không công bố,,Không có,Cửa kính | Bánh xe,Nhôm,1 cửa,188,62,60,75,Hãng không công bố,R134a,Tủ mát,Kính cường lực,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,,,
182118,3050893000215,239499,40,191,Sanaky,Việt Nam,2020,400 lít,220 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,86,132,62,55,32-42dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,1 ngăn đông,≤ -18°C,10690000,9440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182118,3050893000211,239503,40,191,Sanaky,Việt Nam,2020,360 lít,220 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,80,122,62,53,32-42dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,1 ngăn đông,≤-18℃,10200000,9570000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182115,3050893000186,227382,40,188,Darling,Việt Nam,2017,143 lít,,Inverter,Inverter tiết kiệm điện,Đồng,1 cửa,88.0 cm,140.0 cm,62.0 cm,51.0 kg,30-42dB,R134a,Tủ đông,Không,,Hãng không công bố,Không,Singapore,1 ngăn đông,10 độ đến -30 độ,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182114,3050893000184,227380,40,188,Darling,Việt Nam,2017,300 lít,,Inverter,Inverter tiết kiệm điện,Đồng,1 cửa,86.0 cm,124.0 cm,62.0 cm,47.0 kg,30-42dB,-,Tủ đông,Không,,Hãng không công bố,Không,Singapore,"1 ngăn đông mềm, 1 ngăn đông",0 đến -30 độ C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182114,3050893000183,227378,40,188,Darling,Việt Nam,2017,143 lít,,Inverter,Inverter tiết kiệm điện,Đồng,1 cửa,89.0 cm,146.5 cm,66.0 cm,58.0 kg,30-42dB,-,Tủ đông,Không,,Hãng không công bố,Không,Singapore,1 ngăn đông,-16 đến -26 độ C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182104,3050893000180,221909,40,193,Kangaroo,Việt Nam,2019,415 lít,367 kWh/năm,Không có,"Cửa kính | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe",Đồng,2 cửa,75.7 cm,107.1 cm,62.7 cm,45 kg,~40 dB,R600a,Tủ đông,Kính cường lực dày 5 mm,Nano bạc kháng khuẩn | Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,8630182,8630182,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182104,3050893000179,221910,40,193,Kangaroo,Việt Nam,2019,445 lít,388 kWh/năm,Không có,"Cửa kính | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe",Đồng,2 cửa,81.0 cm,107.1 cm,62.7 cm,47.0 kg,~40 dB,R600a,Tủ đông,Kính cường lực dày 5 mm,Nano bạc kháng khuẩn | Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182104,3050893000163,205772,40,193,Kangaroo,Việt Nam,2018,400 lít,,Không có,"Cửa kính | Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe",Đồng,2 cửa,80 cm,115.5 cm,62.0 cm,48.0 kg,32 - 42 dB,R600a,Tủ đông,Kính cường lực dày 5 mm,Nano bạc kháng khuẩn | Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",Dưới -18℃,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182109,3050893000144,212690,40,193,Kangaroo,Trung Quốc,2016,,,Không có,Giỏ đựng đồ | Khoá cửa tủ,Đồng,,,,,,<50 dB,R134a,Tủ đông,Không,Nano bạc kháng khuẩn,Hợp kim nhôm sơn tĩnh điện,,,"1 ngăn đông, 1 ngăn mát",< -18 độ C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182109,3050893000143,212689,40,193,Kangaroo,Trung Quốc,2016,143 lít,,Không có,Giỏ đựng đồ | Khoá cửa tủ,Đồng,1 cửa,,,,,<50 dB,R134a,Tủ đông,Không,Nano bạc kháng khuẩn,Hợp kim nhôm sơn tĩnh điện,Đang cập nhật,Singapore,"1 ngăn đông, 1 ngăn mát",< -18 độ C,,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182091,3050893000037,115050,40,191,Sanaky,Việt Nam,2018,560 lít,454 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,88.7 cm,135.7 cm,76.1 cm,66.0 kg,< 50 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,13660000,12440000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
182091,3050893000045,115069,40,191,Sanaky,Việt Nam,2014,400 lít,398/507.35 kWh/năm,Không có,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,84.5 cm,132.9 cm,62,51,< 50 dB,R600a,Tủ đông,Không có kính,Làm lạnh trực tiếp (có đóng tuyết),Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,9420000,9350000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
